,dataset,metric,1vsall_dm_relu_normalized
818,speckle_noise_1,nll,0.7661524415016174
819,speckle_noise_1,brier,0.4146524667739868
820,speckle_noise_2,loss,2.4373319149017334
821,speckle_noise_2,logits_loss,2.3390271663665767
826,speckle_noise_2,acc,0.5907689332962036
827,speckle_noise_2,ece,0.12077784538269044
828,speckle_noise_2,nll,1.1431307792663574
829,speckle_noise_2,brier,0.6218774914741516
830,speckle_noise_3,loss,2.6463606357574463
831,speckle_noise_3,logits_loss,2.54805588722229
836,speckle_noise_3,acc,0.5227179527282715
837,speckle_noise_3,ece,0.1940284818410873
838,speckle_noise_3,nll,1.321076512336731
839,speckle_noise_3,brier,0.7258649468421936
840,speckle_noise_4,loss,2.9892966747283936
841,speckle_noise_4,logits_loss,2.8909919261932373
846,speckle_noise_4,acc,0.3998766541481018
847,speckle_noise_4,ece,0.2982284426689148
848,speckle_noise_4,nll,1.6118791103363037
849,speckle_noise_4,brier,0.8954329490661621
850,speckle_noise_5,loss,3.247512102127075
851,speckle_noise_5,logits_loss,3.149207353591919
856,speckle_noise_5,acc,0.31208881735801697
857,speckle_noise_5,ece,0.3887639343738556
858,speckle_noise_5,nll,1.8303989171981807
859,speckle_noise_5,brier,1.0234215259552002
860,saturate_1,loss,1.7532485723495483
861,saturate_1,logits_loss,1.6549440622329712
866,saturate_1,acc,0.8371710777282715
867,saturate_1,ece,0.07874360680580139
868,saturate_1,nll,0.5448731184005737
869,saturate_1,brier,0.3008084297180176
870,saturate_2,loss,1.8210877180099487
871,saturate_2,logits_loss,1.7227835655212402
876,saturate_2,acc,0.8135279417037964
877,saturate_2,ece,0.06979342550039291
878,saturate_2,nll,0.6045010685920715
879,saturate_2,brier,0.3308198153972626
880,saturate_3,loss,1.71190083026886
881,saturate_3,logits_loss,1.6135963201522827
886,saturate_3,acc,0.8521792888641357
887,saturate_3,ece,0.0834825411438942
888,saturate_3,nll,0.5098111033439636
889,saturate_3,brier,0.281585305929184
890,saturate_4,loss,1.827616095542908
891,saturate_4,logits_loss,1.729311466217041
896,saturate_4,acc,0.8078742027282715
897,saturate_4,ece,0.0694173127412796
898,saturate_4,nll,0.6131848692893982
899,saturate_4,brier,0.3335201442241669
900,saturate_5,loss,1.9822486639022827
901,saturate_5,logits_loss,1.8839442729949951
906,saturate_5,acc,0.7473273277282715
907,saturate_5,ece,0.04840567708015442
908,saturate_5,nll,0.7502768039703369
909,saturate_5,brier,0.4028310775756836
910,gaussian_blur_1,loss,1.6627070903778076
911,gaussian_blur_1,logits_loss,1.5644028186798096
916,gaussian_blur_1,acc,0.8685238361358643
917,gaussian_blur_1,ece,0.0880361869931221
918,gaussian_blur_1,nll,0.465622752904892
919,gaussian_blur_1,brier,0.25982269644737244
920,gaussian_blur_2,loss,1.6680313348770142
921,gaussian_blur_2,logits_loss,1.5697269439697266
926,gaussian_blur_2,acc,0.8646175861358643
927,gaussian_blur_2,ece,0.07853315770626068
928,gaussian_blur_2,nll,0.4668699204921722
929,gaussian_blur_2,brier,0.26551303267478943
930,gaussian_blur_3,loss,1.7207647562026978
931,gaussian_blur_3,logits_loss,1.6224603652954102
936,gaussian_blur_3,acc,0.8453947305679321
937,gaussian_blur_3,ece,0.07066161930561066
938,gaussian_blur_3,nll,0.5106126666069031
939,gaussian_blur_3,brier,0.292195588350296
940,gaussian_blur_4,loss,1.823167085647583
941,gaussian_blur_4,logits_loss,1.724862575531006
946,gaussian_blur_4,acc,0.80859375
947,gaussian_blur_4,ece,0.056380119174718864
948,gaussian_blur_4,nll,0.5972681641578674
949,gaussian_blur_4,brier,0.34132108092308044
950,gaussian_blur_5,loss,2.1852364540100098
951,gaussian_blur_5,logits_loss,2.086931705474853
956,gaussian_blur_5,acc,0.6784539222717285
957,gaussian_blur_5,ece,0.07387158274650574
958,gaussian_blur_5,nll,0.9020275473594666
959,gaussian_blur_5,brier,0.5143563747406006
